"sector_de_actividad_económica","anio","vab_pb","provincia"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2014","1174630591.83278","Tierra del Fuego"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2014","8364666.07101","Tierra del Fuego"
"Fabricación de vehículos automotores, remolques y semirremolques","2014","77504389.14526","Tierra del Fuego"
"Fabricación de equipo de transporte n.c.p.","2014","183154.23981","Tierra del Fuego"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2014","1907718.01357","Tierra del Fuego"
"Reciclamiento","2014","438398.73063","Tierra del Fuego"
"Reparación, mantenimiento e instalación de maquinas y equipos","2014","682992.91494","Tierra del Fuego"
"Generación captación y distribución de energía eléctrica","2014","51810848.55971","Tierra del Fuego"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2014","13646871.88151","Tierra del Fuego"
"Captación , depuración y distribución de agua","2014","10487169.89947","Tierra del Fuego"
"Construcción","2014","199320522.99201","Tierra del Fuego"
"Comercio mayorista, minorista y reparaciones","2014","891457301.72073","Tierra del Fuego"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2014","62152230.84793","Tierra del Fuego"
"Restaurantes, bares y cantinas","2014","126264621.29392","Tierra del Fuego"
"Transporte","2014","449073364.38986","Tierra del Fuego"
"Comunicaciones","2014","89793344.17925","Tierra del Fuego"
"Intermediación financiera y otros servicios financieros","2014","43524893.84455","Tierra del Fuego"
"Servicios de seguros","2014","14920102.06974","Tierra del Fuego"
"Servicios auxiliares a la actividad financiera","2014","8203699.95379","Tierra del Fuego"
"Propiedad de la vivienda","2014","155865296.18660","Tierra del Fuego"
"Resto","2014","227294974.63830","Tierra del Fuego"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2014","326726199.31955","Tierra del Fuego"
"Enseñanza pública","2014","262166846.62935","Tierra del Fuego"
"Enseñanza privada","2014","180801375.37379","Tierra del Fuego"
"Salud pública","2014","88980549.66869","Tierra del Fuego"
"Salud privada","2014","53310585.79164","Tierra del Fuego"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2014","17416252.49296","Tierra del Fuego"
"Asociaciones","2014","7818329.00645","Tierra del Fuego"
"Servicios culturales y deportivos. Otras actividades","2014","39667545.53850","Tierra del Fuego"
"Servicio doméstico","2014","13306459.18606","Tierra del Fuego"
"Agricultura, ganaderia, caza y servicios conexos","2015","17070748.44693","Tierra del Fuego"
"Silvicultura, extracción de madera y servicios conexos","2015","0.00000","Tierra del Fuego"
"Pesca","2015","157624691.29649","Tierra del Fuego"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2015","486141052.77749","Tierra del Fuego"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2015","43949236.74331","Tierra del Fuego"
"Elaboración de productos alimenticios y bebidas","2015","14348052.11425","Tierra del Fuego"
"Elaboración de productos de tabaco","2015","0.00000","Tierra del Fuego"
"Fabricación de productos textiles","2015","71465054.47408","Tierra del Fuego"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2015","42120993.55426","Tierra del Fuego"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2015","0.00000","Tierra del Fuego"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2015","11112605.81978","Tierra del Fuego"
"Fabricación de papel y de  productos de papel","2015","1359895.79885","Tierra del Fuego"
"Edición e impresión; reproducción de grabaciones","2015","11791374.64798","Tierra del Fuego"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2015","18166962.06079","Tierra del Fuego"
"Fabricación de sustancias y productos químicos","2015","20283316.53173","Tierra del Fuego"
"Fabricación de productos de caucho y plástico","2015","167139266.42319","Tierra del Fuego"
"Fabricación de productos minerales no metálicos","2015","1834095.89655","Tierra del Fuego"
"Fabricación de metales comunes","2015","0.00000","Tierra del Fuego"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2015","2006404.70609","Tierra del Fuego"
"Fabricación de maquinaria y equipo n.c.p.","2015","21917351.55561","Tierra del Fuego"
"Fabricación de maquinaria de oficina, contabilidad e informática","2015","2660164.35223","Tierra del Fuego"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2015","1283853.91896","Tierra del Fuego"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2015","1279924474.99507","Tierra del Fuego"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2015","10295447.85718","Tierra del Fuego"
"Fabricación de vehículos automotores, remolques y semirremolques","2015","62048121.38171","Tierra del Fuego"
"Fabricación de equipo de transporte n.c.p.","2015","257270.06313","Tierra del Fuego"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2015","2298551.75077","Tierra del Fuego"
"Reciclamiento","2015","484738.76127","Tierra del Fuego"
"Reparación, mantenimiento e instalación de maquinas y equipos","2015","703507.62293","Tierra del Fuego"
"Generación captación y distribución de energía eléctrica","2015","55541339.00428","Tierra del Fuego"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2015","14450370.94906","Tierra del Fuego"
"Captación , depuración y distribución de agua","2015","10603832.80986","Tierra del Fuego"
"Construcción","2015","194858376.25168","Tierra del Fuego"
"Comercio mayorista, minorista y reparaciones","2015","959391764.47368","Tierra del Fuego"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2015","64886779.82336","Tierra del Fuego"
"Restaurantes, bares y cantinas","2015","129221709.30875","Tierra del Fuego"
"Transporte","2015","471438775.94715","Tierra del Fuego"
"Comunicaciones","2015","99569394.67286","Tierra del Fuego"
"Intermediación financiera y otros servicios financieros","2015","44906838.32206","Tierra del Fuego"
"Servicios de seguros","2015","20301632.58369","Tierra del Fuego"
"Servicios auxiliares a la actividad financiera","2015","8497878.03601","Tierra del Fuego"
"Propiedad de la vivienda","2015","160936450.34710","Tierra del Fuego"
"Resto","2015","218610378.81625","Tierra del Fuego"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2015","338106820.49195","Tierra del Fuego"
"Enseñanza pública","2015","260809882.80198","Tierra del Fuego"
"Enseñanza privada","2015","193633600.81956","Tierra del Fuego"
"Salud pública","2015","87832603.47314","Tierra del Fuego"
"Salud privada","2015","54692394.79774","Tierra del Fuego"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2015","18443382.51037","Tierra del Fuego"
"Asociaciones","2015","8179400.82954","Tierra del Fuego"
"Servicios culturales y deportivos. Otras actividades","2015","36554663.37573","Tierra del Fuego"
"Servicio doméstico","2015","13617026.25274","Tierra del Fuego"
"Agricultura, ganaderia, caza y servicios conexos","2016","14541722.92591","Tierra del Fuego"
"Silvicultura, extracción de madera y servicios conexos","2016","0.00000","Tierra del Fuego"
"Pesca","2016","138273318.05768","Tierra del Fuego"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2016","527375387.09835","Tierra del Fuego"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2016","41018278.82896","Tierra del Fuego"
"Elaboración de productos alimenticios y bebidas","2016","13839691.49925","Tierra del Fuego"
"Elaboración de productos de tabaco","2016","0.00000","Tierra del Fuego"
"Fabricación de productos textiles","2016","65687652.57057","Tierra del Fuego"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2016","33178490.36217","Tierra del Fuego"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2016","0.00000","Tierra del Fuego"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2016","9063051.59120","Tierra del Fuego"
"Fabricación de papel y de  productos de papel","2016","1213282.50319","Tierra del Fuego"
"Edición e impresión; reproducción de grabaciones","2016","11325829.66750","Tierra del Fuego"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2016","17523689.96584","Tierra del Fuego"
"Fabricación de sustancias y productos químicos","2016","25483132.32226","Tierra del Fuego"
"Fabricación de productos de caucho y plástico","2016","149075335.10503","Tierra del Fuego"
"Fabricación de productos minerales no metálicos","2016","1668699.09739","Tierra del Fuego"
"Fabricación de metales comunes","2016","0.00000","Tierra del Fuego"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2016","1807257.12670","Tierra del Fuego"
"Fabricación de maquinaria y equipo n.c.p.","2016","23515899.27088","Tierra del Fuego"
"Fabricación de maquinaria de oficina, contabilidad e informática","2016","1600095.07222","Tierra del Fuego"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2016","1013547.71109","Tierra del Fuego"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2016","1151088424.98230","Tierra del Fuego"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2016","6664724.01905","Tierra del Fuego"
"Fabricación de vehículos automotores, remolques y semirremolques","2016","53429683.79453","Tierra del Fuego"
"Fabricación de equipo de transporte n.c.p.","2016","185767.80936","Tierra del Fuego"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2016","1918788.55071","Tierra del Fuego"
"Reciclamiento","2016","470757.00022","Tierra del Fuego"
"Reparación, mantenimiento e instalación de maquinas y equipos","2016","686255.52495","Tierra del Fuego"
"Generación captación y distribución de energía eléctrica","2016","51575026.70599","Tierra del Fuego"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2016","15015113.49563","Tierra del Fuego"
"Captación , depuración y distribución de agua","2016","10451293.25778","Tierra del Fuego"
"Construcción","2016","156093499.89185","Tierra del Fuego"
"Comercio mayorista, minorista y reparaciones","2016","882414407.30499","Tierra del Fuego"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2016","65310083.91682","Tierra del Fuego"
"Restaurantes, bares y cantinas","2016","136353598.66847","Tierra del Fuego"
"Transporte","2016","479121851.24606","Tierra del Fuego"
"Comunicaciones","2016","110747981.85230","Tierra del Fuego"
"Intermediación financiera y otros servicios financieros","2016","39221529.20073","Tierra del Fuego"
"Servicios de seguros","2016","23777514.02038","Tierra del Fuego"
"Servicios auxiliares a la actividad financiera","2016","7944567.46616","Tierra del Fuego"
"Propiedad de la vivienda","2016","166319200.61153","Tierra del Fuego"
"Resto","2016","201212098.99751","Tierra del Fuego"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2016","314417406.30123","Tierra del Fuego"
"Enseñanza pública","2016","263079636.39566","Tierra del Fuego"
"Enseñanza privada","2016","198628736.44279","Tierra del Fuego"
"Salud pública","2016","86405669.35805","Tierra del Fuego"
"Salud privada","2016","56023605.31444","Tierra del Fuego"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2016","19267216.19381","Tierra del Fuego"
"Asociaciones","2016","8515987.43920","Tierra del Fuego"
"Servicios culturales y deportivos. Otras actividades","2016","36190847.56207","Tierra del Fuego"
"Servicio doméstico","2016","13771136.17014","Tierra del Fuego"
"Agricultura, ganaderia, caza y servicios conexos","2017","14723689.06531","Tierra del Fuego"
